"text,created_at"
"LAW &amp; ORDER!,06-25-2020 17:35:42"
"Landing in Wisconsin. Launching big new ship contract!,06-25-2020 17:44:58"
"RT @WhiteHouse: LIVE: President Trump delivers remarks at Fincantieri Marinette Marine https://t.co/D8UIY7BUJi,06-25-2020 21:07:13"
"I will be interviewed by @SeanHannity tonight at 9:00 P.M. Eastern on @FoxNews. Enjoy!,06-25-2020 22:06:27"
"RT @WhiteHouse: ""For more than 75 years the workers of this shipyard have built some 1500 of the finest and most fearsome vessels ever to…,06-25-2020 22:07:40"
"RT @WhiteHouse: Today represents a victory for Wisconsin for our military and for the entire Nation. 🇺🇸 https://t.co/2XoJaPXxqp,06-25-2020 22:07:46"
"RT @WhiteHouse: ""This contract will support your 1500 full-time employees and it will also enable you to hire another 1000 people all ac…,06-25-2020 22:07:51"
"If I ever said something so mortifyingly stupid the Fake News Media would come down on me with a vengeance. This is beyond a normal mistake. Why isn’t the media reporting it? https://t.co/KkuWLkMfp7,06-26-2020 00:31:15"
"RT @realDonaldTrump: I will be interviewed by @SeanHannity tonight at 9:00 P.M. Eastern on @FoxNews. Enjoy!,06-26-2020 00:33:43"
"I was honored to be in Wisconsin today on the edge of beautiful Lake Michigan with the legendary workers of Marinette Marine! https://t.co/7RPGKcqsGa,06-26-2020 02:36:19"
"RT @Scavino45: President Trump returns to the White House after a GREAT day in Wisconsin.... https://t.co/Obklba8zFv,06-26-2020 02:41:46"
"RT @GOPChairwoman: Joe Biden finally left the basement and here is the ""welcome"" he received. Pennsylvania voters support @realDonaldTru…,06-26-2020 02:44:09"
"Coronavirus deaths are way down. Mortality rate is one of the lowest in the World. Our Economy is roaring back and will NOT be shut down. “Embers” or flare ups will be put out as necessary!,06-26-2020 03:54:49"
"He has no idea so the answer is yes!!! https://t.co/nFuVmZuqFd,06-26-2020 03:57:37"
"RT @SteveGuest: Do you want more people to see Joe Biden forget Obama's name? https://t.co/x5M6TKptNy,06-26-2020 04:00:11"
"RT @SteveGuest: Biden slammed after wrongly saying ‘we have over 120 million dead from COVID’https://t.co/qavJT0yoAD,06-26-2020 04:04:15"
"MANY people in custody with many others being sought for Vandalization of Federal Property in Lafayette Park. 10 year prison sentences! @FBIWFO https://t.co/mrLyxbWNvq,06-26-2020 17:15:24"
"I was going to go to Bedminster New Jersey this weekend but wanted to stay in Washington D.C. to make sure LAW &amp; ORDER is enforced. The arsonists anarchists looters and agitators have been largely stopped...,06-26-2020 21:15:50"
"...I am doing what is necessary to keep our communities safe — and these people will be brought to Justice!,06-26-2020 21:15:50"
"Big WIN in Texas on Mail-In Ballots!,06-26-2020 21:31:41"
"I just had the privilege of signing a very strong Executive Order protecting American Monuments Memorials and Statues - and combatting recent Criminal Violence. Long prison terms for these lawless acts against our Great Country!,06-26-2020 21:48:44"
"RT @GOPChairwoman: The enthusiasm is undeniable.@realDonaldTrump’s town hall on Fox News drew over 5 MILLION viewers beating MSNBC and C…,06-27-2020 05:33:30"
"Do not believe the Fake News Media. Oklahoma speech had the highest Saturday television ratings in @FoxNews history. @seanhannity dominated T.V. with my interview on Thursday night more than @CNN &amp; MSDNC COMBINED. These are the real polls the Silent Majority not FAKE POLLS!,06-27-2020 11:17:35"
"....We will win the Election against Corrupt Joe Biden Nancy Pelosi and Schumer. We will save the Supreme Court your 2nd Amendment permanent damage from the ridiculous Green New Deal and you from massive Tax Hikes. Also our Heritage History and LAW &amp; ORDER!,06-27-2020 11:17:35"
"RT @JennPellegrino: VP: US has reached 30 million tests and is now conducting 500000 a day.,06-27-2020 11:28:12"
"RT @Lrihendry: The silent majority are watching all this insanity perpetrated by Democrats and plan to take action on November 3 2020. #Tr…,06-27-2020 11:28:41"
"RT @AnthemRespect: The Speaker of the pandering House just referred to George Floyd as George Kirby.She wants to name the bill after Geor…,06-27-2020 11:29:10"
"RT @Lrihendry: IT’S TIME TO #PardonRogerStone As Prosecuting Attorneys Resign Over 110000 Sign Petition to Pardon Roger Stone via @nati…,06-27-2020 11:30:43"
"RT @NatalieJHarp: .@JoeBiden didn’t pass VA Accountability or Choice. He didn’t give us the Right to Try—&amp; he had decades to get it done!…,06-27-2020 11:31:10"
"RT @Lrihendry: Been out all day putting Trump stickers on rioters cars then sitting back watching them destroy each other’s cars. I have…,06-27-2020 11:32:24"
"RT @GOPChairwoman: .@realDonaldTrump’s administration is holding violent rioters accountable for their disgraceful actions. https://t.co/V9…,06-27-2020 11:32:57"
"RT @WhiteHouse: President @realDonaldTrump has signed an executive order to ensure anyone that destroys or vandalizes a monument memorial…,06-27-2020 11:33:08"
"RT @realDonaldTrump: MANY people in custody with many others being sought for Vandalization of Federal Property in Lafayette Park. 10 year…,06-27-2020 11:34:30"
"RT @realDonaldTrump: If I ever said something so mortifyingly stupid the Fake News Media would come down on me with a vengeance. This is b…,06-27-2020 11:36:04"
"Now that the very expensive unpopular and unfair Individual Mandate provision has been terminated by us many States &amp; the U.S. are asking the Supreme Court that Obamacare itself be terminated so that it can be replaced with a FAR BETTER AND MUCH LESS EXPENSIVE ALTERNATIVE.....,06-27-2020 13:23:55"
"....Obamacare is a joke! Deductible is far too high and the overall cost is ridiculous. My Administration has gone out of its way to manage OC much better than previous but it is still no good. I will ALWAYS PROTECT PEOPLE WITH PRE-EXISTING CONDITIONS ALWAYS ALWAYSALWAYS!!!,06-27-2020 13:23:56"
"RT @TONYxTWO: The HYPOCRISY is Unbelievable! 💥MUST WATCH &amp; RT!!!! 👇🏼 https://t.co/hH5aP9uk3c,06-27-2020 14:06:42"
"RT @TONYxTWO: @realDonaldTrump https://t.co/eqGX4GCE9j,06-27-2020 14:07:21"
"RT @TONYxTWO: @realDonaldTrump @FoxNews @seanhannity @CNN https://t.co/5Rr6ugmRre,06-27-2020 14:09:53"
"Corrupt Joe Biden said yesterday that we have over “120 million” people dead of Coronavirus!,06-27-2020 19:55:30"
"This Tweet from @realDonaldTrump has been withheld in response to a report from the copyright holder. Learn more.,06-27-2020 21:00:28"
"https://t.co/7323xz70CX,06-27-2020 21:03:57"
"https://t.co/hvyjRBiyCC,06-27-2020 21:04:48"
"https://t.co/Z5vw1REfDc,06-27-2020 21:30:33"
"https://t.co/nwAbhemhZf,06-27-2020 21:47:36"
"https://t.co/SIg1jO1Euv,06-27-2020 22:01:08"
"https://t.co/3X0C2xqacB,06-27-2020 22:01:25"
"https://t.co/XWvCF1Kgx0,06-27-2020 22:01:35"
"https://t.co/ZhYgOMfPeg,06-27-2020 22:01:42"
"https://t.co/XfwQmu8GK7,06-27-2020 22:01:54"
"https://t.co/cfuMih03nP,06-27-2020 22:02:02"
"https://t.co/NHj7ld9Nqj,06-27-2020 22:02:33"
"https://t.co/vftJUBMRCy,06-27-2020 22:02:37"
"https://t.co/1CABQA6kCb,06-27-2020 22:02:42"
"https://t.co/9cbbZNmHFI,06-27-2020 22:03:08"
"https://t.co/hGxgtbEZx0,06-27-2020 22:03:18"
"https://t.co/hYnyoKZVcR,06-27-2020 22:03:27"
"https://t.co/Vdgm5uZYk9,06-27-2020 22:03:36"
"https://t.co/84jVrJvEP3,06-27-2020 22:03:43"
"https://t.co/pRiUSDcdJy,06-27-2020 22:03:49"
"RT @KerriKupecDOJ: “The complaint unsealed today alleges that on June 22 2020 the four men along with other unidentified individuals d…,06-28-2020 02:09:54"
"https://t.co/vdkiANtemB,06-28-2020 02:22:43"
"https://t.co/qbumF9Pu1D,06-28-2020 03:53:46"
"Nobody briefed or told me @VP Pence or Chief of Staff @MarkMeadows about the so-called attacks on our troops in Afghanistan by Russians as reported through an “anonymous source” by the Fake News @nytimes. Everybody is denying it &amp; there have not been many attacks on us.....,06-28-2020 11:28:18"
"...Nobody’s been tougher on Russia than the Trump Administration. With Corrupt Joe Biden &amp; Obama Russia had a field day taking over important parts of Ukraine - Where’s Hunter? Probably just another phony Times hit job just like their failed Russia Hoax. Who is their “source”?,06-28-2020 11:28:19"
"Thank you to the great people of The Villages. The Radical Left Do Nothing Democrats will Fall in the Fall. Corrupt Joe is shot. See you soon!!! https://t.co/4Gg1iGOhyG,06-28-2020 11:39:28"
"Funny to see Corrupt Joe Biden reading a statement on Russia which was obviously written by his handlers. Russia ate his and Obama’s lunch during their time in office so badly that Obama wanted them out of the then G-8. U.S. was weak on everything but especially Russia!,06-28-2020 11:48:57"
"Corrupt Joe Biden has confirmed that he “would give UNLIMITED Healthcare to Illegal Immigrants”. This would break our system and bring millions of people to the USA. @foxandfriends,06-28-2020 11:59:02"
"Since imposing a very powerful 10 year prison sentence on those that Vandalize Monuments Statues etc. with many people being arrested all over our Country the Vandalism has completely stopped. Thank you!,06-28-2020 12:07:41"
"Have a good time this morning at First Baptist Dallas Church. The wonderful Pastor @robertjeffress will be joined by our GREAT @VP Mike Pence!,06-28-2020 12:16:20"
"The Fake News @ nytimes must reveal its “anonymous” source. Bet they can’t do it this “person” probably does not even exist! https://t.co/pdg4AjybOG,06-28-2020 12:22:11"
"RT @NotHimNotAtAll: @Michael_Rae @RichardGrenell Ted Lieu is a friend and received donations from Ed Buck. The guy who was bringing in youn…,06-28-2020 12:24:01"
"THE VAST SILENT MAJORITY IS ALIVE AND WELL!!! We will win this Election big. Nobody wants a Low IQ person in charge of our Country and Sleepy Joe is definitely a Low IQ person!,06-28-2020 12:37:54"
"RT @kilmeade: TONIGHT the newest episode of ""What Made America Great"" premieres at 10pm ET on @FoxNews Channel! I visited the White House t…,06-28-2020 18:46:20"
"RT @DanScavino: https://t.co/VJVfGCBkHt,06-28-2020 18:47:00"
"RT @DanScavino: President Trump in Wisconsin today!#MakeAmericaGreatAgain #MAGA https://t.co/iDZxDZT3tw,06-28-2020 18:49:57"
"RT @DanScavino: “THE SILENT MAJORITY IS STRONGER THAN EVER BEFORE!”President @realDonaldTrump https://t.co/PLomPv8k1Y,06-28-2020 18:50:55"
"RT @DanScavino: https://t.co/8qM12THvxR,06-28-2020 18:51:42"
"RT @DanScavino: https://t.co/J1ozEHdDS9,06-28-2020 18:52:49"
"RT @DanScavino: “Together WE WILL MAKE AMERICA WEALTHY AGAIN...WE WILL MAKE AMERICA STRONG AGAIN...WE WILL MAKE AMERICA PROUD AGAIN...…,06-29-2020 01:49:07"
"RT @GOPChairwoman: While Joe Biden condones the destruction of our countries monuments @realDonaldTrump is holding those accountable for t…,06-29-2020 02:06:07"
"RT @WhiteHouse: Every child deserves a forever family and President @realDonaldTrump is championing their cause.His decisive action prot…,06-29-2020 02:06:21"
"RT @NewHampJournal: “Dollar for dollar New Hampshire is the best investment the Trump campaign can make.” -- @CLewandowski_ https://t.co…,06-29-2020 02:07:47"
"RT @SebRougemont: “There are only a few real battleground states in the country. New Hampshire is one of those and it's a place where we k…,06-29-2020 02:08:21"
"RT @CorkyForSenate: So glad to be with @CLewandowski_ @mowers and the @NHTrumpVictory Team at the Manchester Office Opening 🎉 this mornin…,06-29-2020 02:08:33"
